SISF_NR; ART_SCHICHT_STD; ART_HS_COLLIN; ART_HS_SUBMONTAN; ART_HS_UNTERMONT; ART_HS_OBERMONT; ART_HS_HOCHMONT; ART_HS_SUBALPIN; ART_HS_OBSUBALP; ART_REGION_J; ART_REGION_M; ART_REGION_1; ART_REGION_2A; ART_REGION_2B; ART_REGION_3; ART_REGION_4; ART_REGION_5A; ART_REGION_5AA; ART_REGION_5B; ART_ZEIG_DET; ART_ZEIG_FLO; ART_LEBENSR
134300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;sehr feucht;t2k2l3f4w1r4n4h5d3;3.3 4.2 7.2 8.1
134800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l3f4w3rxn3h3d1;4.2 5.1 6.3 9.2
134900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
136900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l5f1w1r3n2h3d5;3.1 3.2 6.2
137100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k4l3f3w1r3n4h3d3;2.6 7.2 7.4 9.2
137300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l3f3w1r3n3h3d3;2.6 3.3 7.4 9.2
140100;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t4.5k2l2f3.5w1r3n3h5d3;2.6 2.7 4.2 9.2
142500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t1.5k3l5f2.5w1r5n2h1d5;3.2 6.5 8.2 9.1
142600;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Rohboden;t2.5k1l3f3w1r2n2h1d5;3.2 3.3 7.1
143100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l2f3.5w3r1n2h5d1;5.1 7.1 8.1 9.2
143300;1;0;0;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Südalpen: oft in Wäldern mit Tanne;t2.5k3l2f3.5w2r2n3h5d1;3.3 7.2 9.1 9.2
143500;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k3l2f3.5w2r3n3h5d3;3.3 7.2 8.1 9.2
146460;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Auen;t3.5k3l3f3.5w2r4n4h3d3;2.3 2.6 7.5 9.2
146795;0;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;kalt;;
146800;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;;t3k1l3f3.5w1r2n1h5d1;5.2 7.1 9.1
148600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w2r4n4h3d3;2.3 2.5 2.6 9.2
149600;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w3r4n1h3d1;2.6 3.3 9.1 9.2
149660;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w3r4n3h3d1;2.6 6.7 9.1 9.2
150100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l2f3.5w3r4n3h3d1;2.6 9.1 9.2 9.3
150600;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w3r4n3h3d1;2.1 2.2 2.6 5.1
150800;0;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f4w3r4n3h3d1;7.4 9.2
151400;1;0;0;0;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t3k3l2f4w3r2n3h5d1;5.1 6.3 7.2 9.2
151500;1;0;0;0;1;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l3f4.5w3r4n3h3d1;4.1 5.1 6.3 9.2
152400;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Im Westen vom Tessin sauer;t2k4l3f2w1r4n2h5d3;6.5 7.1 8.2 9.1
155600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l4f4.5w3r1n1h5d1;5.1 5.2 9.1
159300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t3.5k3l3f4w3r4n4h3d1;1.4 2.5 4.2 7.2
159400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k2l2f3w1r4n3h3d3;2.6 7.4 9.2
159800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w1r4n2h3d3;6.2 6.7 9.1 9.3
159900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l2f3w1r4n3h3d3;8.2 9.1 9.2 9.3
165800;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Moderzeiger. Jura: schwacher Zeiger;t2.5k2l2f3.5w2r2n3h5d1;9.1 9.2
167400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f4w3r3n3h5d1;2.5 2.6 4.2 9.2
167900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k4l3f3w3r3n2h3d1;2.6 7.4 9.1 9.2
168600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
171800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t1.5k4l5f2w1r2n2h3d5;3.2 3.3 6.5
173100;1;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t3k3l3f4w3r3n4h5d1;1.3 4.2 7.2 7.4
173800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w1r3n3h3d3;2.6 6.7 9.1 9.2
173900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t4.5k4l3f2w1r4n4h3d3;6.7 9.1 9.2 9.3
174000;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w3r3n2h5d1;7.4 9.1 9.2
174300;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;;t4.5k3l3f2w1r4n2h3d5;7.4 9.1 9.2 9.3
176800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k2l3f3w1r3n4h3d3;2.2 2.5 3.3
177100;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w1r3n5h3d1;2.1 2.6 9.1 9.2
177600;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3.5k3l3f3w2r3n5h3d1;2.1 2.3 2.6 9.2
177700;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;;t3.5k4l2f3w1r2n3h3d3;2.6 6.7 7.4 9.2
178700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t4.5k4l4f1w1r4n2h1d5;3.2 3.3 6.2 9.1
179300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3.5k2l1f3w2r3n3h3d3;7.4 9.2
179400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3k3l3f4w2r3n2h5d1;1.3 6.3
179900;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;Moderzeiger;t3k3l1f3w1r2n2h5d1;2.6 9.1 9.2
180400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f2.5w1r3n3h5d3;2.6 6.7 7.4 9.2
182100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t4.5k3l4f2.5w2r2n2h5d1;6.3 6.4 9.1 9.2
182700;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;In den Südalpen auch sauer und feucht;t3k3l3f3w3r4n3h3d1;2.6 6.3 7.2 9.1
184800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k3l4f3w1r1n2h3d3;3.3 6.5 7.1 7.2
184900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
187800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t4k2l2f3w2r3n3h3d1;4.2 7.4 9.2 9.3
188800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3w1r3n4h3d3;2.2 2.3 2.6 9.2
189100;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechseltrocken;t3.5k4l3f2w2r4n2h3d3;6.7 7.4 9.1 9.3
189300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t2.5k3l3f3.5w2r3n4h3d1;6.3 7.2 9.1 9.2
189600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t3k3l3f4w3r3n4h5d1;4.2 6.3 7.2 9.2
189700;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f3.5w1r3n4h3d1;2.3 2.5 7.4 9.2
190500;0;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;;;
190600;1;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3.5k3l3f3.5w2r4n3h3d1;2.3 2.6 7.4 9.2
191000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt;t2.5k4l5f2w3r5n2h1d5;3.2 3.4 6.5 8.2
191200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k3l4f2.5w1r4n2h3d3;3.1 3.4 6.5 8.2
192800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l2f2w1r2n1h5d3;8.2 9.1 9.2
193200;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l4f3w3r4n2h5d1;5.1 6.2 6.3 9.1
193300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2.5w3r5n2h3d1;3.3 4.1 6.5 8.2
193400;1;0;0;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t2.5k2l2f3w2r2n3h3d1;3.3 7.2 9.1 9.2
193500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Kalkschutt;t2.5k2l3f2.5w1r4n3h3d3;3.3 8.1 9.1 9.2
194000;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t4k2l2f3w1r3n3h3d3;2.7 7.4 9.2 9.3
194900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k4l5f1.5w1r4n2h3d3;3.2 6.2 6.7
197300;1;1;1;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k4l2f2w1r4n3h3d3;2.6 6.7 9.2 9.3
197400;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;;t3.5k4l3f2.5w1r4n3h3d3;7.4 9.1 9.2 9.3
197500;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f3w1r4n3h5d5;2.3 2.6 7.4 9.2
197900;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;In den Südalpen auch sauer;t4k4l2f2w1r4n2h5d3;7.4 9.1 9.2 9.3
200000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t2.5k4l4f2w1r3n2h1d5;3.2 3.3 6.5
202600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l2f2w1r3n3h5d3;7.1 9.1 9.2 9.3
203400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2w1r3n2h3d3;6.2 6.4 6.5 9.1
203500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t4k4l4f2w1r4n2h1d3;2.2 2.5 6.2 9.1
204400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Mässig wechselfeucht;t4k3l3f2.5w2r2n3h5d3;6.7 7.4 9.1 9.2
206300;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2w1r5n2h3d3;3.2 6.2 6.5 9.1
206400;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht Rohboden;t4k4l3f2w2r4n2h1d3;7.4 9.1 9.2 9.3
206500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t3.5k4l4f2.5w3r4n3h1d3;2.5 3.2 7.4 9.1
207300;1;0;0;0;0;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3.5w1r2n2h5d1;6.5 7.1 8.2 9.1
207400;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t3k2l3f3w1r4n3h3d3;2.6 9.1 9.2
208800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Auen;t4k4l3f4w3r3n4h3d1;2.3 7.2 7.4 9.2
208900;1;0;0;0;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r2n1h5d3;3.3 7.1 8.2 9.1
210900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3.5k3l3f2.5w2r4n2h3d1;6.7 9.1 9.2 9.3
211500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k2l3f4w3r3n3h5d1;1.3 4.2 5.1 7.4
213300;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f2.5w1r3n3h3d3;9.1 9.2 9.3 9.4
213700;1;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3.5k2l2f4w2r4n4h3d1;2.3 2.6 4.2 9.2
213800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k3l3f3w3r3n4h3d1;2.3 2.6 2.7 9.2
214100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l3f2.5w1r4n3h3d3;6.7 9.1 9.2 9.3
214800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l4f3.5w3r4n2h5d1;5.1 6.2 6.3 6.7
220300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k2l4f4.5w3r3n2h3d1;2.5 4.1 4.2 5.1
220500;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;;t1.5k4l4f2w1r3n2h3d3;3.3 6.5 7.1 9.1
220600;0;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;;;
220700;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
221400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l4f2.5w1r3n3h3d3;2.2 6.2 6.3 6.7
221500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w1r3n3h3d3;6.3 7.2 9.1 9.2
224100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;sehr trocken;t4k5l5f1w1r4n1h1d5;3.1 3.3 6.2 7.3
224200;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;;t4k3l3f3w1r3n3h3d3;3.2 3.3 7.4 9.2
224300;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;;t4.5k3l3f2.5w1r4n3h3d3;3.3 7.4 9.2 9.3
224400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k4l5f1.5w1r5n2h3d5;3.1 3.3 6.2 9.1
225900;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;;t3.5k4l1f3.5w1r3n3h3d3;2.5 3.3 9.1 9.2
226000;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l1f3.5w1r3n3h3d3;2.3 6.7 7.2 9.2
226200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;sehr nährstoffreich;t3.5k2l3f3.5w1r3n5h3d3;2.2 2.3 2.5 9.2
227400;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;mässig wechseltrocken;t2k4l3f2w2r3n2h3d3;3.3 6.2 6.5 9.1
227500;1;0;0;0;0;0;1;1;9;9;9;9;9;9;9;9;9;9;;t2k4l4f2w1r2n2h3d3;3.2 3.3 6.5 9.1
227700;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2.5w3r4n3h3d1;3.2 3.3 6.5 6.7
228100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels;t3.5k4l4f2w1r4n2h3d5;3.2 3.3 6.5 8.2
229700;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t4k2l3f2.5w2r2n2h3d1;6.7 7.4 9.1 9.2
230000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k4l3f2w1r3n2h3d3;7.4 9.1 9.2 9.3
231195;0;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;;
231200;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;In den Südalpen mittel;t3.5k4l3f2.5w2r4n2h3d1;7.2 7.4 9.1 9.2
231500;1;1;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Verwildert;t5k2l2f2w1r3n2h3d3;2.9 9.2 9.3 9.4
237100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t3.5k2l3f3.5w2r3n4h3d1;2.3 2.7 6.3 9.2
238100;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t4k3l3f2.5w3r4n3h3d3;7.4 9.1 9.2 9.3
238195;0;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2w1r3n2h3d5;
238200;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t2.5k4l4f2w1r3n3h3d5;6.3 6.7 7.2 9.3
238300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2w1r3n2h3d5;6.2 6.7 7.4 9.3
238500;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3k3l3f3w2r4n3h3d1;6.5 7.2 8.1 9.2
240600;1;0;0;0;0;1;1;1;9;9;9;9;9;9;9;9;9;9;Kalt. Blockschutt;t2k4l2f3w1r2n1h5d3;9.1
241900;1;0;0;0;0;1;1;1;9;9;9;9;9;9;9;9;9;9;Kalt, nur Nadelwald;t2.5k2l1f4w2r1n1h5d1;7.1 8.2 9.1
242000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w3r3n3h3d1;6.2 6.3 6.5 9.2
242600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k4l5f2w2r2n1h5d3;3.3 5.1 6.5 7.1
243500;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r2n2h3d3;7.1 8.1 8.2 9.1
243800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t5k2l2f3w1r3n4h3d3;2.9 7.4 9.2 9.5
244000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k2l3f3w1r2n3h3d3;2.6 6.7 7.4 9.2
244200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3w1r4n3h3d3;7.4 9.1 9.2 9.3
244400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l4f2.5w1r3n3h3d1;6.2 6.3 6.5 6.7
245500;1;0;0;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;Ahornwälder, Rieselschutt, Blockschutt. Mässig wechselfeucht;t3k2l2f3.5w2r4n4h3d3;7.2 9.2
246700;1;0;0;0;0;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2.5k2l1f3w1r2n1h5d1;8.2 9.1
246800;0;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l3f2.5w1r2n2h5d3;
246900;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f2.5w1r2n2h5d3;2.6 7.4 9.1 9.2
247100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f2.5w3r1n2h5d1;2.6 6.4 6.5 7.1
247300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;In den Südalpen auch subalpin;t2.5k4l2f2.5w1r2n2h5d3;2.6 7.2 9.1 9.2
247500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l2f3w1r2n2h5d1;2.6 7.4 9.1 9.2
248300;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3.5w1r2n2h5d1;7.2 9.1 9.2
249700;1;0;0;0;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2.5k2l1f3w1r1n1h5d1;3.3 7.1 8.2 9.1
251400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3.5w3r2n3h3d1;2.6 4.2 6.3 9.2
251800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f4w3r2n3h5d1;1.3 6.3 7.4 9.2
252100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k3l3f4w3r3n3h3d1;1.3 1.4 6.3 7.2
252400;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;In den Südalpen auch subalpin. Mässig wechselfeucht;t3k3l1f3w2r2n2h5d1;6.5 7.1 9.1 9.2
256500;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w3r2n2h5d1;6.7 7.1 9.1 9.2
256600;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t2.5k3l2f3.5w2r1n2h5d1;6.7 7.4 9.1
256900;1;1;1;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t3.5k4l2f2.5w2r4n3h3d3;2.6 9.1 9.2 9.3
257100;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t4k2l2f2.5w2r2n3h3d1;2.6 9.2 9.3
257900;1;1;1;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t4k4l3f2.5w2r4n2h3d3;6.7 7.4 9.1 9.2
258000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f4.5w3r3n3h5d1;1.3 4.2 7.2 9.2
259100;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l1f3.5w1r4n3h3d3;7.4 9.1 9.2 9.3
259800;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f3w1r2n3h5d3;7.2 8.1 9.1 9.2
262900;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Blockschutt;t3k2l3f3w1r4n2h3d5;3.2 3.3
263000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w1r2n3h3d3;2.6 7.4 9.1 9.2
263300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l3f3w3r2n2h5d1;6.2 6.7 9.1 9.2
263400;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l4f4w3r3n2h5d1;5.1 6.3 9.1 9.2
263700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l1f3w1r2n1h5d1;9.1 9.2
265700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f3.5w1r4n4h5d1;2.3 2.6 9.1 9.2
269700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wecheslfeucht;t2.5k3l4f3w2r2n2h3d1;5.1 6.4 6.5 7.1
270100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l1f3w1r4n3h5d1;9.1 9.2 9.3
275600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k4l4f2w1r4n2h3d3;2.2 3.3 6.2 6.7
276500;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Nur trockenste Föhrenstandorte, sehr trocken;t4k5l3f1w1r4n2h3d5;3.3 6.7 7.4 9.1
279400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t5k2l3f3.5w2r2n2h3d1;2.3 2.6 9.2 9.3
282400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Beweidung;t2.5k2l2f4w2r1n2h5d1;7.2 8.1 9.1 9.2
282600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l3f2w1r4n3h3d3;2.6 6.7 7.3 7.4
286800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht Moderzeiger;t2.5k4l2f3w2r3n2h5d1;7.1 9.1 9.2
287000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;;t4k2l3f4w3r2n3h5d1;1.3 4.1 7.4 9.2
287100;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k3l2f2w1r4n3h3d3;7.4 9.1 9.2 9.3
287300;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Moderzeiger;t3k3l1f3w1r2n2h5d3;7.1 8.2 9.1 9.2
289600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;sehr trocken;t4k5l3f1w1r4n2h3d3;2.5 6.2 7.4 9.1
292600;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t3k3l2f3.5w2r4n3h5d1;8.1 8.2 9.1 9.2
292700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k3l4f4w3r4n2h3d1;2.6 4.1 5.1 6.5
295700;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k3l2f4w3r3n4h3d1;2.6 7.2 9.1 9.2
295900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Auen;t3k2l3f4w3r4n4h3d1;2.5 4.2 7.2 7.5
296900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Eichen/Föhren;t4k4l3f2w3r4n2h3d1;6.2 6.7 7.4 9.3
297100;1;1;1;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;Eichen/Föhren;t4.5k4l3f1.5w2r3n2h3d3;6.2 6.7 7.4 9.3
297200;1;0;0;0;0;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r3n4h3d3;3.4 4.2 7.2 8.1
297900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Auen;t4k3l4f4w3r4n4h3d1;1.3 1.4 7.2 7.5
298400;1;0;0;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;in den Südalpen oft in Wäldern mit Tanne. mässig wechselfeucht;t3k3l2f3w2r2n2h5d1;3.3 7.2 9.1 9.2
