NAISTYP_SORT;NAISTYP_C;ART;SISF_NR;VORH;update
47;47;B;432800;0;
47;47;K;55700;2;
47;47;K;57400;1;
47;47;K;71500;1;
47;47;K;86100;2;
47;47;K;193400;2;
47;47;K;202600;2;
47;47;K;208900;2;
47;47;K;246700;2;
47;47;K;247300;1;
47;47;K;248300;2;
47;47;K;249700;2;
47;47;K;252400;1;
47;47;K;256600;2;
47;47;K;270100;2;
47;47;K;287300;2;
47;47;K;298400;2;
47;47;K;316400;1;
47;47;K;325200;1;
47;47;K;345300;0;
47;47;K;354400;0;
47;47;K;372800;1;
47;47;K;434800;1;
47;47;K;444100;1;
47;47;K;451600;2;
47;47;M;1000155;1;
47;47;M;1000171;1;
47;47;M;1000283;1;
47;47;M;1000289;1;
47;47;M;1000301;1;
47;47;M;1000434;1;
47;47;M;1000447;1;
47;47;M;1000499;1;
47;47;S;25400;2;
47;47;S;121600;1;
47;47;S;220400;;delete
47;47;S;220700;2;
47;47;S;243400;2;
47;47;S;305500;2;
47;47;S;354400;1;
47;47;S;368400;1;
47.0000003;47Re   ;B;100;0;
47.0000003;47Re   ;B;300;0;
47.0000003;47Re   ;B;600;0;
47.0000003;47Re   ;B;700;0;
47.0000003;47Re   ;B;800;3;
47.0000003;47Re   ;B;25200;0;
47.0000003;47Re   ;B;25300;0;
47.0000003;47Re   ;B;25400;0;
47.0000003;47Re   ;B;60400;3;
47.0000003;47Re   ;B;165000;0;
47.0000003;47Re   ;B;174200;0;
47.0000003;47Re   ;B;217500;0;
47.0000003;47Re   ;B;227200;2;
47.0000003;47Re   ;B;302800;1;
47.0000003;47Re   ;B;305800;0;
47.0000003;47Re   ;B;306100;3;
47.0000003;47Re   ;B;317500;3;
47.0000003;47Re   ;B;328400;0;
47.0000003;47Re   ;B;335900;0;
47.0000003;47Re   ;B;363700;3;
47.0000003;47Re   ;B;402200;3;
47.0000003;47Re   ;B;402300;2;
47.0000003;47Re   ;B;413600;0;
47.0000003;47Re   ;B;421400;0;
47.0000003;47Re   ;B;421500;0;
47.0000003;47Re   ;B;432800;0;
47.0000003;47Re   ;K;55700;2;
47.0000003;47Re   ;K;57400;1;
47.0000003;47Re   ;K;71500;1;
47.0000003;47Re   ;K;86100;2;
47.0000003;47Re   ;K;193400;2;
47.0000003;47Re   ;K;202600;2;
47.0000003;47Re   ;K;208900;2;
47.0000003;47Re   ;K;246700;2;
47.0000003;47Re   ;K;247300;1;
47.0000003;47Re   ;K;248300;2;
47.0000003;47Re   ;K;249700;2;
47.0000003;47Re   ;K;252400;1;
47.0000003;47Re   ;K;256600;2;
47.0000003;47Re   ;K;270100;2;
47.0000003;47Re   ;K;287300;2;
47.0000003;47Re   ;K;298400;2;
47.0000003;47Re   ;K;316400;1;
47.0000003;47Re   ;K;325200;1;
47.0000003;47Re   ;K;345300;0;
47.0000003;47Re   ;K;354400;0;
47.0000003;47Re   ;K;372800;1;
47.0000003;47Re   ;K;434800;1;
47.0000003;47Re   ;K;444100;1;
47.0000003;47Re   ;K;451600;2;
47.0000003;47Re   ;M;1000155;1;
47.0000003;47Re   ;M;1000171;1;
47.0000003;47Re   ;M;1000283;1;
47.0000003;47Re   ;M;1000289;1;
47.0000003;47Re   ;M;1000301;1;
47.0000003;47Re   ;M;1000434;1;
47.0000003;47Re   ;M;1000447;1;
47.0000003;47Re   ;M;1000499;1;
47.0000003;47Re   ;S;25400;2;
47.0000003;47Re   ;S;121600;1;
47.0000003;47Re   ;S;220400;;delete
47.0000003;47Re   ;S;220700;2;
47.0000003;47Re   ;S;243400;2;
47.0000003;47Re   ;S;305500;2;
47.0000003;47Re   ;S;354400;1;
47.0000003;47Re   ;S;368400;1;
47.00003;47D    ;B;100;1;
47.00003;47D    ;B;300;0;
47.00003;47D    ;B;600;0;
47.00003;47D    ;B;700;0;
47.00003;47D    ;B;800;3;
47.00003;47D    ;B;25200;0;
47.00003;47D    ;B;25300;0;
47.00003;47D    ;B;25400;0;
47.00003;47D    ;B;60400;3;
47.00003;47D    ;B;96900;0;
47.00003;47D    ;B;97200;0;
47.00003;47D    ;B;165000;3;
47.00003;47D    ;B;174200;3;
47.00003;47D    ;B;217500;0;
47.00003;47D    ;B;227200;2;
47.00003;47D    ;B;287100;;delete
47.00003;47D    ;B;302800;1;
47.00003;47D    ;B;304900;0;
47.00003;47D    ;B;305800;0;
47.00003;47D    ;B;306100;0;
47.00003;47D    ;B;317100;0;
47.00003;47D    ;B;317300;0;
47.00003;47D    ;B;317500;3;
47.00003;47D    ;B;328400;0;
47.00003;47D    ;B;330600;3;
47.00003;47D    ;B;335900;0;
47.00003;47D    ;B;336000;0;
47.00003;47D    ;B;336100;0;
47.00003;47D    ;B;346500;;delete
47.00003;47D    ;B;362800;0;
47.00003;47D    ;B;363700;3;
47.00003;47D    ;B;402200;3;
47.00003;47D    ;B;402300;2;
47.00003;47D    ;B;402500;0;
47.00003;47D    ;B;413600;0;
47.00003;47D    ;B;421400;3;
47.00003;47D    ;B;421500;0;
47.00003;47D    ;B;432800;0;
47.00003;47D    ;K;55700;1;
47.00003;47D    ;K;57400;1;
47.00003;47D    ;K;71500;1;
47.00003;47D    ;K;132600;0;
47.00003;47D    ;K;132650;2;
47.00003;47D    ;K;143300;1;
47.00003;47D    ;K;143500;1;
47.00003;47D    ;K;193400;1;
47.00003;47D    ;K;202600;2;
47.00003;47D    ;K;208900;2;
47.00003;47D    ;K;247300;1;
47.00003;47D    ;K;248300;1;
47.00003;47D    ;K;252400;1;
47.00003;47D    ;K;265700;2;
47.00003;47D    ;K;287300;1;
47.00003;47D    ;K;298400;1;
47.00003;47D    ;K;316400;1;
47.00003;47D    ;K;325200;1;
47.00003;47D    ;K;372800;1;
47.00003;47D    ;K;389800;1;
47.00003;47D    ;K;401400;2;
47.00003;47D    ;K;434800;1;
47.00003;47D    ;K;444100;1;
47.00003;47D    ;K;449100;1;
47.00003;47D    ;M;1000155;1;
47.00003;47D    ;M;1000171;1;
47.00003;47D    ;M;1000283;1;
47.00003;47D    ;M;1000289;1;
47.00003;47D    ;M;1000301;1;
47.00003;47D    ;M;1000434;1;
47.00003;47D    ;M;1000447;1;
47.00003;47D    ;M;1000499;1;
47.00003;47D    ;S;25400;2;
47.00003;47D    ;S;121600;1;
47.00003;47D    ;S;243900;1;
47.00003;47D    ;S;349500;2;
47.00003;47D    ;S;354400;1;
47.00003;47D    ;S;368400;2;
47.0000303;47DRe  ;B;100;0;
47.0000303;47DRe  ;B;300;0;
47.0000303;47DRe  ;B;600;0;
47.0000303;47DRe  ;B;700;0;
47.0000303;47DRe  ;B;800;3;
47.0000303;47DRe  ;B;25200;0;
47.0000303;47DRe  ;B;25300;0;
47.0000303;47DRe  ;B;25400;0;
47.0000303;47DRe  ;B;60400;3;
47.0000303;47DRe  ;B;165000;0;
47.0000303;47DRe  ;B;174200;0;
47.0000303;47DRe  ;B;217500;0;
47.0000303;47DRe  ;B;227200;2;
47.0000303;47DRe  ;B;302800;1;
47.0000303;47DRe  ;B;305800;0;
47.0000303;47DRe  ;B;306100;0;
47.0000303;47DRe  ;B;317500;3;
47.0000303;47DRe  ;B;328400;0;
47.0000303;47DRe  ;B;335900;0;
47.0000303;47DRe  ;B;363700;3;
47.0000303;47DRe  ;B;402200;3;
47.0000303;47DRe  ;B;402300;2;
47.0000303;47DRe  ;B;413600;0;
47.0000303;47DRe  ;B;421400;0;
47.0000303;47DRe  ;B;421500;0;
47.0000303;47DRe  ;B;432800;0;
47.0000303;47DRe  ;K;55700;1;
47.0000303;47DRe  ;K;57400;1;
47.0000303;47DRe  ;K;71500;1;
47.0000303;47DRe  ;K;132600;0;
47.0000303;47DRe  ;K;132650;2;
47.0000303;47DRe  ;K;143300;1;
47.0000303;47DRe  ;K;143500;1;
47.0000303;47DRe  ;K;193400;1;
47.0000303;47DRe  ;K;202600;2;
47.0000303;47DRe  ;K;208900;2;
47.0000303;47DRe  ;K;247300;1;
47.0000303;47DRe  ;K;248300;1;
47.0000303;47DRe  ;K;252400;1;
47.0000303;47DRe  ;K;265700;2;
47.0000303;47DRe  ;K;287300;1;
47.0000303;47DRe  ;K;298400;1;
47.0000303;47DRe  ;K;316400;1;
47.0000303;47DRe  ;K;325200;1;
47.0000303;47DRe  ;K;372800;1;
47.0000303;47DRe  ;K;389800;1;
47.0000303;47DRe  ;K;401400;2;
47.0000303;47DRe  ;K;434800;1;
47.0000303;47DRe  ;K;444100;1;
47.0000303;47DRe  ;K;449100;1;
47.0000303;47DRe  ;M;1000155;1;
47.0000303;47DRe  ;M;1000171;1;
47.0000303;47DRe  ;M;1000283;1;
47.0000303;47DRe  ;M;1000289;1;
47.0000303;47DRe  ;M;1000301;1;
47.0000303;47DRe  ;M;1000434;1;
47.0000303;47DRe  ;M;1000447;1;
47.0000303;47DRe  ;M;1000499;1;
47.0000303;47DRe  ;S;25400;2;
47.0000303;47DRe  ;S;121600;1;
47.0000303;47DRe  ;S;243900;1;
47.0000303;47DRe  ;S;349500;2;
47.0000303;47DRe  ;S;354400;1;
47.0000303;47DRe  ;S;368400;2;
47.00007;47M    ;B;100;1;
47.00007;47M    ;B;300;0;
47.00007;47M    ;B;600;0;
47.00007;47M    ;B;700;0;
47.00007;47M    ;B;800;0;
47.00007;47M    ;B;25200;0;
47.00007;47M    ;B;25300;0;
47.00007;47M    ;B;25400;0;
47.00007;47M    ;B;60400;3;
47.00007;47M    ;B;96900;0;
47.00007;47M    ;B;97200;0;
47.00007;47M    ;B;165000;3;
47.00007;47M    ;B;174200;0;
47.00007;47M    ;B;217500;0;
47.00007;47M    ;B;227200;2;
47.00007;47M    ;B;287100;;delete
47.00007;47M    ;B;302800;1;
47.00007;47M    ;B;304900;0;
47.00007;47M    ;B;305800;0;
47.00007;47M    ;B;306100;2;
47.00007;47M    ;B;317100;0;
47.00007;47M    ;B;317300;0;
47.00007;47M    ;B;317500;3;
47.00007;47M    ;B;328400;0;
47.00007;47M    ;B;330600;0;
47.00007;47M    ;B;335900;3;
47.00007;47M    ;B;336000;0;
47.00007;47M    ;B;336100;0;
47.00007;47M    ;B;346500;;delete
47.00007;47M    ;B;362800;0;
47.00007;47M    ;B;363700;3;
47.00007;47M    ;B;402200;3;
47.00007;47M    ;B;402300;3;
47.00007;47M    ;B;402500;0;
47.00007;47M    ;B;413600;0;
47.00007;47M    ;B;421400;0;
47.00007;47M    ;B;421500;0;
47.00007;47M    ;B;432800;0;
47.00007;47M    ;K;57400;2;
47.00007;47M    ;K;71500;1;
47.00007;47M    ;K;77100;2;
47.00007;47M    ;K;91200;2;
47.00007;47M    ;K;152400;2;
47.00007;47M    ;K;202600;2;
47.00007;47M    ;K;247300;1;
47.00007;47M    ;K;252400;1;
47.00007;47M    ;K;256500;2;
47.00007;47M    ;K;256600;1;
47.00007;47M    ;K;300800;2;
47.00007;47M    ;K;316400;2;
47.00007;47M    ;K;325200;1;
47.00007;47M    ;K;372800;1;
47.00007;47M    ;K;401400;2;
47.00007;47M    ;K;434800;1;
47.00007;47M    ;K;435300;2;
47.00007;47M    ;K;442400;2;
47.00007;47M    ;K;444100;2;
47.00007;47M    ;M;1000155;1;
47.00007;47M    ;M;1000171;1;
47.00007;47M    ;M;1000283;1;
47.00007;47M    ;M;1000289;1;
47.00007;47M    ;M;1000434;1;
47.00007;47M    ;M;1000447;1;
47.00007;47M    ;M;1000499;1;
47.00007;47M    ;S;354400;2;
47.00007;47M    ;S;368400;1;
47.00016;47H    ;B;100;3;
47.00016;47H    ;B;300;0;
47.00016;47H    ;B;600;0;
47.00016;47H    ;B;700;0;
47.00016;47H    ;B;800;0;
47.00016;47H    ;B;25200;0;
47.00016;47H    ;B;25300;0;
47.00016;47H    ;B;25400;0;
47.00016;47H    ;B;60400;3;
47.00016;47H    ;B;96900;0;
47.00016;47H    ;B;97200;0;
47.00016;47H    ;B;165000;0;
47.00016;47H    ;B;174200;0;
47.00016;47H    ;B;217500;0;
47.00016;47H    ;B;227200;2;
47.00016;47H    ;B;287100;;delete
47.00016;47H    ;B;302800;1;
47.00016;47H    ;B;304900;0;
47.00016;47H    ;B;305800;0;
47.00016;47H    ;B;306100;3;
47.00016;47H    ;B;317100;0;
47.00016;47H    ;B;317300;0;
47.00016;47H    ;B;317500;3;
47.00016;47H    ;B;328400;0;
47.00016;47H    ;B;335900;0;
47.00016;47H    ;B;336000;0;
47.00016;47H    ;B;336100;0;
47.00016;47H    ;B;346500;;delete
47.00016;47H    ;B;362800;0;
47.00016;47H    ;B;363700;3;
47.00016;47H    ;B;402200;3;
47.00016;47H    ;B;402300;3;
47.00016;47H    ;B;402500;0;
47.00016;47H    ;B;413600;0;
47.00016;47H    ;B;421400;0;
47.00016;47H    ;B;421500;0;
47.00016;47H    ;B;432800;0;
47.00016;47H    ;K;51400;2;
47.00016;47H    ;K;55700;2;
47.00016;47H    ;K;57400;2;
47.00016;47H    ;K;71500;2;
47.00016;47H    ;K;86100;2;
47.00016;47H    ;K;130700;2;
47.00016;47H    ;K;143300;2;
47.00016;47H    ;K;171800;2;
47.00016;47H    ;K;193400;2;
47.00016;47H    ;K;202600;2;
47.00016;47H    ;K;207300;2;
47.00016;47H    ;K;246700;2;
47.00016;47H    ;K;247300;1;
47.00016;47H    ;K;256600;1;
47.00016;47H    ;K;262900;1;
47.00016;47H    ;K;287300;2;
47.00016;47H    ;K;298400;2;
47.00016;47H    ;K;300800;2;
47.00016;47H    ;K;310500;1;
47.00016;47H    ;K;316400;1;
47.00016;47H    ;K;325200;2;
47.00016;47H    ;K;372800;1;
47.00016;47H    ;K;383200;2;
47.00016;47H    ;K;434800;1;
47.00016;47H    ;K;435300;1;
47.00016;47H    ;K;444100;2;
47.00016;47H    ;M;1000171;1;
47.00016;47H    ;M;1000265;1;
47.00016;47H    ;M;1000283;1;
47.00016;47H    ;M;1000289;1;
47.00016;47H    ;M;1000301;1;
47.00016;47H    ;M;1000434;1;
47.00016;47H    ;M;1000473;1;
47.00016;47H    ;M;1000499;1;
47.00016;47H    ;S;121600;2;
47.00016;47H    ;S;220400;;delete
47.00016;47H    ;S;220700;2;
47.00016;47H    ;S;243900;1;
47.00016;47H    ;S;244200;1;
47.00016;47H    ;S;354400;1;
47.00016;47H    ;S;368300;1;
47.00016;47H    ;S;368400;1;
47.1;47*    ;B;100;1;
47.1;47*    ;B;300;0;
47.1;47*    ;B;600;0;
47.1;47*    ;B;700;0;
47.1;47*    ;B;800;3;
47.1;47*    ;B;25200;0;
47.1;47*    ;B;25300;0;
47.1;47*    ;B;25400;3;
47.1;47*    ;B;60400;3;
47.1;47*    ;B;96900;0;
47.1;47*    ;B;97200;0;
47.1;47*    ;B;165000;3;
47.1;47*    ;B;174200;0;
47.1;47*    ;B;217500;0;
47.1;47*    ;B;227200;1;
47.1;47*    ;B;287100;;delete
47.1;47*    ;B;302800;3;
47.1;47*    ;B;304900;3;
47.1;47*    ;B;305800;0;
47.1;47*    ;B;306100;0;
47.1;47*    ;B;317100;0;
47.1;47*    ;B;317300;0;
47.1;47*    ;B;317500;0;
47.1;47*    ;B;328400;0;
47.1;47*    ;B;335900;0;
47.1;47*    ;B;336000;0;
47.1;47*    ;B;336100;0;
47.1;47*    ;B;346500;;delete
47.1;47*    ;B;362800;0;
47.1;47*    ;B;363700;0;
47.1;47*    ;B;402200;0;
47.1;47*    ;B;402300;2;
47.1;47*    ;B;402500;0;
47.1;47*    ;B;413600;0;
47.1;47*    ;B;421400;0;
47.1;47*    ;B;421500;0;
47.1;47*    ;B;432800;0;
47.1;47*    ;K;55600;1;
47.1;47*    ;K;57400;1;
47.1;47*    ;K;71500;1;
47.1;47*    ;K;143300;1;
47.1;47*    ;K;193400;1;
47.1;47*    ;K;202600;2;
47.1;47*    ;K;207300;1;
47.1;47*    ;K;208900;1;
47.1;47*    ;K;247300;1;
47.1;47*    ;K;248300;2;
47.1;47*    ;K;249700;1;
47.1;47*    ;K;252400;1;
47.1;47*    ;K;256600;1;
47.1;47*    ;K;287300;1;
47.1;47*    ;K;298400;1;
47.1;47*    ;K;325200;1;
47.1;47*    ;K;372800;2;
47.1;47*    ;K;401400;2;
47.1;47*    ;K;434800;1;
47.1;47*    ;K;435300;1;
47.1;47*    ;K;444100;2;
47.1;47*    ;K;449100;1;
47.1;47*    ;M;1000155;1;
47.1;47*    ;M;1000171;1;
47.1;47*    ;M;1000283;1;
47.1;47*    ;M;1000434;1;
47.1;47*    ;M;1000447;1;
47.1;47*    ;M;1000473;1;
47.1;47*    ;M;1000499;1;
47.1;47*    ;S;220700;2;
47.1;47*    ;S;305500;2;
47.1;47*    ;S;345300;1;
47.1;47*    ;S;354400;2;
47.1000001;47*Lä  ;B;100;3;
47.1000001;47*Lä  ;B;25400;2;
47.1000001;47*Lä  ;B;60400;3;
47.1000001;47*Lä  ;B;227200;1;
47.1000001;47*Lä  ;B;302800;3;
47.1000001;47*Lä  ;B;317500;0;
47.1000001;47*Lä  ;B;402200;0;
47.1000001;47*Lä  ;B;402300;2;
47.1000001;47*Lä  ;K;55600;1;
47.1000001;47*Lä  ;K;57400;1;
47.1000001;47*Lä  ;K;71500;1;
47.1000001;47*Lä  ;K;143300;1;
47.1000001;47*Lä  ;K;193400;1;
47.1000001;47*Lä  ;K;202600;2;
47.1000001;47*Lä  ;K;207300;1;
47.1000001;47*Lä  ;K;208900;1;
47.1000001;47*Lä  ;K;247300;1;
47.1000001;47*Lä  ;K;248300;2;
47.1000001;47*Lä  ;K;249700;1;
47.1000001;47*Lä  ;K;252400;1;
47.1000001;47*Lä  ;K;256600;1;
47.1000001;47*Lä  ;K;287300;1;
47.1000001;47*Lä  ;K;298400;1;
47.1000001;47*Lä  ;K;325200;1;
47.1000001;47*Lä  ;K;372800;2;
47.1000001;47*Lä  ;K;401400;2;
47.1000001;47*Lä  ;K;434800;1;
47.1000001;47*Lä  ;K;435300;1;
47.1000001;47*Lä  ;K;444100;2;
47.1000001;47*Lä  ;K;449100;1;
47.1000001;47*Lä  ;M;1000155;1;
47.1000001;47*Lä  ;M;1000171;1;
47.1000001;47*Lä  ;M;1000283;1;
47.1000001;47*Lä  ;M;1000434;1;
47.1000001;47*Lä  ;M;1000447;1;
47.1000001;47*Lä  ;M;1000473;1;
47.1000001;47*Lä  ;M;1000499;1;
47.1000001;47*Lä  ;S;220700;2;
47.1000001;47*Lä  ;S;305500;2;
47.1000001;47*Lä  ;S;345300;1;
47.1000001;47*Lä  ;S;354400;2;
48;48;B;100;3;update
48;48;B;300;0;
48;48;B;600;0;
48;48;B;700;0;
48;48;B;800;3;
48;48;B;25200;0;
48;48;B;25300;0;
48;48;B;25400;0;
48;48;B;60400;0;update
48;48;B;96900;0;
48;48;B;97200;0;
48;48;B;165000;3;
48;48;B;174200;0;
48;48;B;217500;0;
48;48;B;227200;0;
48;48;B;252900;0;
48;48;B;287100;;delete
48;48;B;302800;1;
48;48;B;304900;0;
48;48;B;305800;0;
48;48;B;306100;0;
48;48;B;317100;0;
48;48;B;317300;0;
48;48;B;317500;0;update
48;48;B;328400;0;
48;48;B;329700;0;
48;48;B;330600;0;
48;48;B;335300;0;
48;48;B;335900;0;
48;48;B;336000;0;
48;48;B;336100;0;
48;48;B;346500;;delete
48;48;B;362800;0;
48;48;B;363700;3;
48;48;B;402200;3;
48;48;B;402300;2;update
48;48;B;402500;0;
48;48;B;402600;0;
48;48;B;402700;0;
48;48;B;413600;0;
48;48;B;421400;0;
48;48;B;421500;0;update
48;48;B;432800;0;
48;48;B;432900;0;
48;48;B;433000;0;
48;48;K;5400;1;
48;48;K;5500;1;
48;48;K;10400;2;
48;48;K;51400;2;
48;48;K;51500;1;
48;48;K;52000;2;
48;48;K;55700;1;
48;48;K;57400;2;
48;48;K;62500;2;
48;48;K;64200;2;
48;48;K;70600;0;
48;48;K;71500;2;
48;48;K;75200;2;
48;48;K;86100;2;
48;48;K;99200;2;
48;48;K;106700;1;
48;48;K;113400;2;
48;48;K;124300;2;
48;48;K;130700;2;
48;48;K;132600;0;
48;48;K;132650;2;
48;48;K;142600;2;
48;48;K;143100;1;
48;48;K;143300;1;
48;48;K;143500;2;
48;48;K;152400;0;
48;48;K;165800;2;
48;48;K;173800;2;
48;48;K;179300;1;
48;48;K;179900;2;
48;48;K;188800;2;
48;48;K;193400;1;
48;48;K;202600;2;
48;48;K;207300;2;
48;48;K;207400;2;
48;48;K;208900;1;
48;48;K;213700;2;
48;48;K;221500;2;
48;48;K;226000;1;
48;48;K;240600;2;
48;48;K;241900;2;
48;48;K;246700;2;
48;48;K;248300;2;
48;48;K;249700;1;
48;48;K;251400;2;
48;48;K;252400;2;
48;48;K;256500;2;
48;48;K;256600;2;
48;48;K;259800;2;
48;48;K;262900;2;
48;48;K;265700;2;
48;48;K;282400;2;
48;48;K;287300;2;
48;48;K;292600;2;
48;48;K;298400;2;
48;48;K;302400;1;
48;48;K;313700;2;
48;48;K;316400;2;
48;48;K;316500;2;
48;48;K;316800;2;
48;48;K;325200;1;
48;48;K;326000;1;
48;48;K;345400;2;
48;48;K;357400;2;
48;48;K;367300;2;
48;48;K;369100;2;
48;48;K;372800;2;
48;48;K;375400;2;
48;48;K;392200;2;
48;48;K;401400;2;
48;48;K;434800;1;
48;48;K;435300;2;
48;48;K;435700;2;
48;48;K;436700;2;
48;48;K;437900;2;
48;48;K;444100;2;
48;48;K;449100;1;
48;48;K;451600;2;
48;48;M;1000146;1;
48;48;M;1000171;1;
48;48;M;1000214;1;
48;48;M;1000283;1;
48;48;M;1000284;1;
48;48;M;1000289;1;
48;48;M;1000301;1;
48;48;M;1000427;1;
48;48;M;1000434;1;
48;48;M;1000447;1;
48;48;M;1000473;1;
48;48;M;1000499;1;
48;48;M;1000577;1;
48;48;M;1000585;1;
48;48;S;25400;0;update
48;48;S;119700;2;
48;48;S;121600;1;
48;48;S;122200;0;
48;48;S;133600;2;
48;48;S;243400;1;
48;48;S;243900;1;
48;48;S;244200;1;
48;48;S;305500;0;
48;48;S;343400;2;
48;48;S;343500;2;
48;48;S;346000;0;
48;48;S;346300;0;
48;48;S;349500;1;
48;48;S;353100;2;
48;48;S;354400;1;
48;48;S;357400;0;
48;48;S;368400;1;
49;49;B;100;1;
49;49;B;300;0;
49;49;B;600;0;
49;49;B;700;0;
49;49;B;800;1;update
49;49;B;25200;0;
49;49;B;25300;2;
49;49;B;25400;3;
49;49;B;60400;0;update
49;49;B;96900;0;
49;49;B;97200;0;
49;49;B;165000;3;update
49;49;B;174200;0;update
49;49;B;217500;0;
49;49;B;227200;0;
49;49;B;252900;0;
49;49;B;287100;;delete
49;49;B;302800;1;
49;49;B;304900;0;
49;49;B;305800;0;
49;49;B;306100;0;
49;49;B;317100;0;
49;49;B;317300;0;
49;49;B;317500;0;
49;49;B;328400;0;
49;49;B;329700;0;
49;49;B;330600;0;
49;49;B;335300;0;
49;49;B;335900;0;
49;49;B;336000;0;
49;49;B;336100;0;
49;49;B;346500;;delete
49;49;B;362800;0;
49;49;B;363700;3;
49;49;B;402200;3;
49;49;B;402300;2;
49;49;B;402500;0;
49;49;B;402600;0;
49;49;B;402700;0;
49;49;B;413600;0;
49;49;B;421400;0;
49;49;B;421500;0;
49;49;B;432800;0;
49;49;B;432900;0;
49;49;B;433000;0;
49;49;K;3000;2;
49;49;K;5400;1;
49;49;K;10400;2;
49;49;K;38700;2;
49;49;K;55700;1;
49;49;K;62500;1;
49;49;K;64200;2;
49;49;K;73700;1;
49;49;K;86100;2;
49;49;K;93300;1;
49;49;K;94700;2;
49;49;K;106700;1;
49;49;K;107100;0;
49;49;K;112500;2;
49;49;K;112600;2;
49;49;K;113500;2;
49;49;K;114800;2;
49;49;K;124300;1;
49;49;K;134800;1;
49;49;K;143100;1;
49;49;K;143300;1;
49;49;K;143500;2;
49;49;K;149660;2;
49;49;K;150600;2;
49;49;K;151400;1;
49;49;K;173100;2;
49;49;K;173800;2;
49;49;K;179300;1;
49;49;K;179900;2;
49;49;K;189600;2;
49;49;K;189700;2;
49;49;K;202600;2;
49;49;K;207300;2;
49;49;K;207400;2;
49;49;K;208900;2;
49;49;K;213700;2;
49;49;K;221500;2;
49;49;K;226000;1;
49;49;K;241900;2;
49;49;K;248300;2;
49;49;K;249700;2;
49;49;K;251400;2;
49;49;K;252400;2;
49;49;K;259800;2;
49;49;K;287300;1;
49;49;K;292600;2;
49;49;K;295700;1;
49;49;K;302400;1;
49;49;K;313700;2;
49;49;K;325200;1;
49;49;K;326000;1;
49;49;K;336500;2;
49;49;K;339300;1;
49;49;K;340300;2;
49;49;K;369100;2;
49;49;K;375400;2;
49;49;K;394900;2;
49;49;K;408100;1;
49;49;K;434800;1;
49;49;K;435300;2;
49;49;K;435600;2;
49;49;K;437900;1;
49;49;K;444100;2;
49;49;K;449100;1;
49;49;K;451600;2;
49;49;M;1000171;1;
49;49;M;1000283;1;
49;49;M;1000289;1;
49;49;M;1000301;1;
49;49;M;1000427;1;
49;49;M;1000434;1;
49;49;M;1000447;1;
49;49;M;1000473;1;
49;49;M;1000499;1;
49;49;M;1000577;1;
49;49;S;25400;3;update
49;49;S;121600;2;
49;49;S;122200;0;
49;49;S;243400;2;
49;49;S;243900;1;
49;49;S;244200;1;
49;49;S;305500;0;
49;49;S;349500;1;
49;49;S;353100;2;
49;49;S;354400;1;
49;49;S;368300;0;
49;49;S;368400;1;
49.1;49*    ;B;100;0;
49.1;49*    ;B;300;0;
49.1;49*    ;B;600;0;
49.1;49*    ;B;700;0;
49.1;49*    ;B;800;0;
49.1;49*    ;B;25200;0;
49.1;49*    ;B;25300;0;
49.1;49*    ;B;25400;0;
49.1;49*    ;B;60400;3;
49.1;49*    ;B;96900;0;
49.1;49*    ;B;165000;0;
49.1;49*    ;B;174200;0;
49.1;49*    ;B;217500;0;
49.1;49*    ;B;227200;0;
49.1;49*    ;B;302800;1;
49.1;49*    ;B;305800;0;
49.1;49*    ;B;306100;0;
49.1;49*    ;B;317500;0;
49.1;49*    ;B;328400;0;
49.1;49*    ;B;335900;0;
49.1;49*    ;B;363700;3;
49.1;49*    ;B;402200;3;
49.1;49*    ;B;402300;2;
49.1;49*    ;B;402500;0;
49.1;49*    ;B;413600;0;
49.1;49*    ;B;421400;0;
49.1;49*    ;B;421500;0;
49.1;49*    ;B;432800;0;
49.1;49*    ;K;3000;2;
49.1;49*    ;K;5400;2;
49.1;49*    ;K;10400;2;
49.1;49*    ;K;52000;2;
49.1;49*    ;K;55600;1;
49.1;49*    ;K;55700;1;
49.1;49*    ;K;57400;2;
49.1;49*    ;K;71400;2;
49.1;49*    ;K;71500;2;
49.1;49*    ;K;73700;1;
49.1;49*    ;K;75200;2;
49.1;49*    ;K;87200;1;
49.1;49*    ;K;87500;2;
49.1;49*    ;K;91800;1;
49.1;49*    ;K;94700;2;
49.1;49*    ;K;99200;2;
49.1;49*    ;K;106700;2;
49.1;49*    ;K;107100;0;
49.1;49*    ;K;112500;2;
49.1;49*    ;K;112800;2;
49.1;49*    ;K;114800;2;
49.1;49*    ;K;124300;1;
49.1;49*    ;K;132600;0;
49.1;49*    ;K;132650;2;
49.1;49*    ;K;134800;1;
49.1;49*    ;K;143300;1;
49.1;49*    ;K;143500;2;
49.1;49*    ;K;150600;1;
49.1;49*    ;K;151400;1;
49.1;49*    ;K;173800;2;
49.1;49*    ;K;179300;2;
49.1;49*    ;K;182700;2;
49.1;49*    ;K;189300;2;
49.1;49*    ;K;189600;2;
49.1;49*    ;K;193400;2;
49.1;49*    ;K;207300;2;
49.1;49*    ;K;208900;2;
49.1;49*    ;K;221500;2;
49.1;49*    ;K;226000;2;
49.1;49*    ;K;242000;2;
49.1;49*    ;K;246700;2;
49.1;49*    ;K;247300;2;
49.1;49*    ;K;248300;2;
49.1;49*    ;K;249700;2;
